10220100823,put,(VP (VBP want) (S (VP (TO to) (VP (VB put) (NP (PRP them)) (PP (IN in)))))),VP&S&VP&VP&NP&PP&
10220100824,look,(VP (VB look) (NP (PRP it))),VP&NP&
10220100827,sit,(VP (VBP want) (S (VP (TO to) (VP (VB sit) (PRT (RP down)) (PP (IN on) (NP (NP (NN mama) (POS 's)) (NN lap))))))),VP&S&VP&VP&PRT&PP&NP&NP&
10220100833,go,(VP (VBZ is) (NP (NP (DT the) (CD one)) (SBAR (WHNP (WDT that)) (S (VP (VBZ goes) (PP (TO to) (NP (RB here)))))))),VP&NP&NP&SBAR&WHNP&S&VP&PP&NP&
10220100834,watch,(VP (VBP want) (S (VP (TO to) (VP (VB watch) (NP (DT the) (NN video)) (PP (IN with) (NP (NN mommy))))))),VP&S&VP&VP&NP&PP&NP&
10220100835,look,(VP (VB look)),VP&
10220100837,go,(VP (VBZ does) (RB n't) (VP (VB go) (PP (IN in) (NP (EX there))))),VP&VP&PP&NP&
10220100851,say,(VP (VB say) (NP (NN cow))),VP&NP&
10220100870,say,(VP (VB say) (NP (NN rooster))),VP&NP&
10220100876,eat,(VP (VBP do) (RB n't) (VP (VB eat) (NP (DT the) (NN box)))),VP&VP&NP&
10220100883,wave,(VP (VBP wave) (NP (UH hi)) (PP (TO to) (NP (PRP$ her)))),VP&NP&PP&NP&
10220100884,say,(VP (VB say) (FRAG (INTJ (UH hi) (. !)))),VP&FRAG&INTJ&
10220100887,pick,(VP (VB let) (S (NP (PRP her)) (VP (VB pick) (PRT (RP out)) (NP (NN Big_Bird))))),VP&S&NP&VP&PRT&NP&
10220100895,go,(VP (VBZ goes) (PP (IN in) (NP (DT that) (CD one)))),VP&PP&NP&
10220100897,let,(VP (VBP do) (RB n't) (VP (VB have) (S (VP (TO to) (VP (ADVP (RB just)) (VB let) (S (NP (PRP him)) (VP (VB do) (NP (NNS things)) (SBAR (IN that) (S (NP (PRP you)) (VP (VBP do) (RB n't) (VP (VB want) (S (NP (PRP him)) (VP (TO to) (VP (VB do))))))))))))))),VP&VP&S&VP&VP&ADVP&S&NP&VP&NP&SBAR&S&NP&VP&VP&S&NP&VP&VP&
10220100910,say,(VP (VB say) (PP (IN on))),VP&PP&
10220100911,keep,(VP (VB let) (S (NP (POS 's)) (VP (VB keep) (NP (PRP it)) (PP (IN on))))),VP&S&NP&VP&NP&PP&
10220100917,want,(VP (VBP want) (NP (PRP it)) (PP (IN on))),VP&NP&PP&
10220100919,hit,(VP (`` ``) (VBP do) (RB n't) (VP (VB hit))),VP&VP&
10220100928,say,(VP (VB say) (NP (NN metronome))),VP&NP&
10220100938,dress,(VP (TO to) (VP (VB get) (VP (VBN dressed)))),VP&VP&VP&
10220100942,dress,(VP (VB let) (S (NP (POS 's)) (VP (VB get) (S (NP (PRP you)) (VP (VBN dressed)))))),VP&S&NP&VP&S&NP&VP&
10220100947,like,(VP (VBP like) (NP (NNS clothes))),VP&NP&
10220100949,look,(VP (VB look)),VP&
10220100960,call,(VP (VBP want) (S (VP (TO to) (VP (VB call) (NP (PRP$ her)) (NP-TMP (DT this) (NN morning)))))),VP&S&VP&VP&NP&NP-TMP&
10220100961,call,(VP (VBP want) (S (VP (TO to) (VP (VB call) (NP (PRP$ her)) (ADVP (RB now)))))),VP&S&VP&VP&NP&ADVP&
10220100962,call,(VP (VB tell) (NP (PRP her)) (SBAR (S (NP (PRP you)) (VP (VBD were) (VP (VBG reading) (NP (NNS stories)) (NP-TMP (JJ last) (NN night)) (PP (TO to) (NP (NP (NNP Zevy)) (SBAR (IN so) (S (NP (PRP you)) (VP (MD could) (RB n't) (VP (VB call) (NP (PRP her))))))))))))),VP&NP&SBAR&S&NP&VP&VP&NP&NP-TMP&PP&NP&NP&SBAR&S&NP&VP&VP&NP&
10220100972,say,(VP (VB say) (NP (NN doll))),VP&NP&
10220100985,think,(VP (VBP think) (ADVP (RB so) (RB too))),VP&ADVP&
10220100998,know,(VP (VBP know) (SBAR (S (NP (PRP they)) (VP (VBP have) (NP (DT the) (NN dolphin) (NN show)))))),VP&SBAR&S&NP&VP&NP&
10220101003,come,(VP (VBZ comes) (NP (DT the) (NN puppet))),VP&NP&
10220101008,look,(VP (VB look)),VP&
10220101012,look,(VP (VB look)),VP&
10220101016,dress,(VP (VBP want) (ADJP (JJ daddy) (S (VP (TO to) (VP (VB dress) (NP (PRP you))))))),VP&ADJP&S&VP&VP&NP&
10220101018,dress,(VP (VBP want) (S (NP (PRP me)) (VP (TO to) (VP (VB dress) (NP (PRP you)))))),VP&S&NP&VP&VP&NP&
10220101019,dress,(VP (VBP want) (S (NP (PRP me)) (VP (TO to) (VP (VB dress) (NP (PRP you)))))),VP&S&NP&VP&VP&NP&
10220101021,put,(VP (VBZ 's) (NP (NN time) (S (VP (TO to) (VP (VB put) (PRT (RP on)) (NP (DT some) (NNS clothes))))))),VP&NP&S&VP&VP&PRT&NP&
